AcctCode;AcctName
392103;PROGRAMAS DE COMPUTADORA (SOFTWARE)
392104;AMORTIZACIÓN DE COSTOS DE EXPLORACIÓN Y DESARROLLO
392111;COSTO
392121;REVALUACIÓN
392131;COSTO DE FINANCIACIÓN
393211;DEPRECIACIÓN ACUMULADA EDIFICACIONES - ARRENDAMIENTO FINANCIERO COSTO
393221;REVALUACIÓN
393231;COSTO DE FINANCIACIÓN
393311;DEPRECIACIÓN ACUMULADA MAQUINARIA Y EQUIPO - ARRENDAMIENTO FINANCIERO COSTO
393321;REVALUACIÓN
393331;COSTO DE FINANCIACIÓN
393411;DEPRECIACIÓN ACUMULADA UNIDADES TRANSPORTE- ARRENDAMIENTO FINANCIERO COSTO
393421;REVALUACIÓN
393511;COSTO
393611;EQUIPOS DIVERSOS - COSTO
393612;EQUIPOS DE COMPUTO - COSTO
393621;REVALUACIÓN
394101;PLANTAS PRODUCTORAS
394111;TERRENOS
394121;ACTIVOS POR DERECHO DE USO - ARRENDAMIENTO OPERATIVO
394131;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
394141;UNIDADES DE TRANSPORTE
394151;EQUIPOS DIVERSOS
395201;PLANTAS PRODUCTORAS
395211;DEPRECIACIÓN ACUMULADA - EDIFICACIONES COSTO
395221;DEPRECIACIÓN ACUMULADA - INSTALACIONES  COSTO
395231;DEPRECIACIÓN ACUMULADA MEJORAS EN LOCALES ARRENDADOS
395241;DEPRECIACIÓN ACUMULADA MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
395251;DEPRECIACIÓN ACUMULADA UNIDADES DE TRANSPORTE
395261;DEPRECIACIÓN ACUMULADA MUEBLES Y ENSERES
395271;DEPRECIACIÓN ACUMULADA EQUIPOS DIVERSOS
395272;DEPRECIACIÓN ACUMULADA EQUIPOS DE COMPUTO
395281;HERRAMIENTAS
395291;UNIDADES DE REEMPLAZO
395301;PLANTAS PRODUCTORAS
395311;DEPRECIACIÓN ACUMULADA REVALUACION EDIFICACIONES
395321;DEPRECIACIÓN ACUMULADA REVALUACION INSTALACIONES
395331;MEJORAS EN LOCALES ARRENDADOS
395341;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
395351;UNIDADES DE TRANSPORTE
395361;MUEBLES Y ENSERES
395371;EQUIPOS DIVERSOS
395381;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
395401;PLANTAS PRODUCTORAS
395411;EDIFICACIONES
395421;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
395501;PLANTAS PRODUCTORAS
396111;CONCESIONES, LICENCIAS Y OTROS DERECHOS
396121;PATENTES Y PROPIEDAD INDUSTRIAL
396131;PROGRAMAS DE COMPUTADORA (SOFTWARE)
396141;COSTOS DE EXPLORACIÓN Y DESARROLLO
396151;FÓRMULAS, DISEÑOS Y PROTOTIPOS
396191;OTROS ACTIVOS INTANGIBLES
396211;CONCESIONES, LICENCIAS Y OTROS DERECHOS REVALUACION
396221;PATENTES Y PROPIEDAD INDUSTRIAL
396231;PROGRAMAS DE COMPUTADORA (SOFTWARE)
396241;COSTOS DE EXPLORACIÓN Y DESARROLLO
396251;FÓRMULAS, DISEÑOS Y PROTOTIPOS
396291;OTROS ACTIVOS INTANGIBLES
396331;PROGRAMAS DE COMPUTADORA
396341;COSTOS DE EXPLORACIÓN
396351;COSTOS DE DESARROLLO
398111;ACTIVOS BIOLÓGICOS EN PRODUCCIÓN
401101;IGV - VENTAS
401102;IGV - COMPRAS
401103;IGV - SERVICIOS PRESTADOS POR NO DOMICILIADOS
401104;IGV - RÉGIMEN DE RETENCIONES
401105;IGV - RÉGIMEN DE PERCEPCIONES
401106;IGV - NO DOMICILIADO
401107;IGV - IGV POR APLICAR
401108;IGV-SALDO FAVOR EXP
401109;IGV - PERCEPCIONES POR APLICAR
401110;IGV POR APLICAR DOLARES
401111;IGV POR APLICAR SOLES
401121;IGV – SERVICIOS PRESTADOS POR NO DOMICILIADOS
401131;IGV – RÉGIMEN DE PERCEPCIONES
401141;IGV – RÉGIMEN DE RETENCIONES
401151;IGV – IMPORTACIONES
401161;IGV – DESTINADO A OPERACIONES GRAVADAS
401171;IGV - DESTINADO A OPERACIONES COMUNES
401501;DERECHOS ARANCELARIOS
401502;DERECHOS ADUANEROS POR VENTAS
401511;DERECHOS ARANCELARIOS
401701;RENTA DE TERCERA CATEGORÍA
401702;RENTA DE CUARTA CATEGORÍA
401703;RENTA DE QUINTA CATEGORÍA
401704;RENTA DE NO DOMICILIADOS
401705;ITAN
401706;RETENCION FUENTE EXTRANJERA
401711;RENTA DE TERCERA CATEGORÍA
401721;RENTA DE CUARTA CATEGORÍA
401731;RENTA DE QUINTA CATEGORÍA
401741;RENTA DE NO DOMICILIADOS
401751;RETENCION FUENTE EXTRANJERA
401801;IMPUESTO A LAS TRANSACCIONES FINANCIERAS
401803;REGALÍAS
401804;IMPUESTO A LOS DIVIDENDOS
401811;IMPUESTO A LAS TRANSACCIONES FINANCIERAS
401841;REGALÍAS
401851;IMPUESTO A LOS DIVIDENDOS
401861;ITAN
4018901;OTRO IMPUESTOS
403101;ESSALUD POR PAGAR
403102;E.P.S.
403103;AFP
403104;SNP
403201;ONP
406101;IMPUESTO DE ALCABALA
406102;ARBITRIOS MUNICIPALES
406103;LICENCIAS MUNICIPALES
406104;IMPUESTO VEHICULAR
406111;IMPUESTO VEHICULAR
406141;IMPUESTO DE ALCABALA
406151;IMPUESTO PREDIAL
406311;LICENCIAS MUNICIPALES
406341;ARBITRIOS MUNICIPALES
411101;SUELDOS POR PAGAR
411102;COMISIONES POR PAGAR
411103;GRATIFICACIONES POR PAGAR
411104;VACACIONES POR PAGAR
411201;COMISIONES POR PAGAR
411401;GRATIFICACIONES POR PAGAR
411501;VACACIONES POR PAGAR
413101;PARTICIPACIÓN DE LOS TRABAJADORES POR PAGAR
414101;REMUNERACIONES AL DIRECTORIO
414102;PARTICIPACIONES AL DIRECTORIO
415101;COMPENSACIÓN POR TIEMPO DE SERVICIOS
415102;ADELANTO DE COMPENSACIÓN POR TIEMPO DE SERVICIOS
415103;PENSIONES Y JUBILACIONES
415201;ADELANTO DE COMPENSACIÓN POR TIEMPO DE SERVICIOS
415301;PENSIONES Y JUBILACIONES
417101;AFP
419101;OTRAS REMUNERACIONES Y PARTICIPACIONES POR PAGAR
421101;FACTURAS POR PAGAR NACIONALES
421102;FACTURAS POR PAGAR EXTRANJEROS
421103;FACTURAS POR COSTOS ADICIONALES
421104;FACTURAS POR PAGAR SOLES
421105;FACTURAS POR PAGAR DOLARES
421106;FACTURAS POR RECIBIR - CTA PUENTE
421107;MERCADERIA ALMACENADA
4211101;FACTURAS POR RECIBIR - CTA PUENTE
4211102;MERCADERIA ALMACENADA
421201;FACTURAS POR PAGAR NACIONALES
421202;FACTURAS POR PAGAR EXTRANJEROS
421203;FACTURAS POR PAGAR SOLES
421204;FACTURAS POR PAGAR DOLARES
422101;ANTICIPOS A PROVEEDORES NACIONALES
422102;ANTICIPOS A PROVEEDORES EXTRANJEROS
422103;ANTICIPOS FACTURADOS A PROVEEDORES NACIONALES
422104;ANTICIPOS FACTURADOS A PROVEEDORES EXTRANJEROS
423101;LETRAS POR PAGAR NACIONALES
423102;LETRAS POR PAGAR EXTRANJEROS
423103;LETRAS POR PAGAR PUENTE
424101;HONORARIOS POR PAGAR
431101;FACTURAS POR PAGAR RELACIONADAS NACIONALES
431102;FACTURAS POR PAGAR RELACIONADAS EXTRANJEROS
431103;FACTURAS POR PAGAR RELACIONADAS SOLES
431104;FACTURAS POR PAGAR RELACIONADAS DOLARES
431201;FACTURAS POR PAGAR RELACIONADAS NACIONALES
431202;FACTURAS POR PAGAR RELACIONADAS EXTRANJEROS
431203;FACTURAS POR PAGAR RELACIONADAS SOLES
431204;FACTURAS POR PAGAR RELACIONADAS DOLARES
432101;ANTICIPOS OTORGADOS RELACIONADAS NACIONALES
432102;ANTICIPOS OTORGADOS RELACIONADAS EXTRANJERAS
433101;LETRAS POR PAGAR A RELACIONADAS
441101;PRÉSTAMOS
441102;DIVIDENDOS
441103;DIVIDENDOS
441104;OTRAS CUENTAS POR PAGAR
441201;DIVIDENDOS
441901;OTRAS CUENTAS POR PAGAR
451101;PRESTAMOS BANCO CREDITO DOLARES
451102;PRESTAMOS BANCO CONTINENTAL DOLARES
451103;OTRAS ENTIDADES SOLES
451104;OTRAS ENTIDADES DOLARES
451201;OTRAS ENTIDADES SOLES
451202;OTRAS ENTIDADES DOLARES
452101;LEASING OTRAS MONEDAS
452102;LEASING DOLARES
452103;LEASING SOLES
454101;LETRAS POR PAGAR
455101;LETRAS EN DESCUENTO
455102;FRACCIONAMIENTO
455111;BANCOS LOCALES
455112;BANCOS DEL EXTERIOR
455491;TARJETA EMPRES EDUARDO BECERRA
455492;TARJETA EMPRES JOSE L. SAN MARTIN
455493;TARJETA EMPRES MANUEL UGARTE DOLARES
455494;TARJETA EMPRES EDUARDO BECERRA DOLARES
455495;TARJETAS EMPRESARIALES SOLES
455496;TARJETAS EMPRESARIALES DOLARES
456101;OTRAS CUENTAS POR PAGAR DIVERSAS SOLES
456102;OTRAS CUENTAS POR PAGAR DIVERSAS DOLARES
456103;TARJETA EMPRES MANUEL UGARTE
456104;TARJETA EMPRES EDUARDO BECERRA
456105;TARJETA EMPRES JOSE L. SAN MARTIN
456106;TARJETA EMPRES MANUEL UGARTE DOLARES
456107;TARJETA EMPRES EDUARDO BECERRA DOLARES
456108;TARJETA EMPRES JOSE L. SAN MARTIN DOLARES
456109;TARJETAS EMPRESARIALES SOLES
456110;TARJETAS EMPRESARIALES DOLARES
461101;RECLAMACIONES DE TERCEROS SOLES
461102;RECLAMACIONES DE TERCEROS DOLARES
465101;PASIVOS POR COMPRA DE ACTIVO INMOVILIZADO
467101;DEPÓSITOS RECIBIDOS EN GARANTÍA SOLES
467102;DEPÓSITOS RECIBIDOS EN GARANTÍA DOLARES
468101;INTERESES POR PAGAR SOLES
468102;INTERESES POR PAGAR DOLARES
469101;OTRAS CUENTAS POR PAGAR DIVERSAS SOLES
469102;OTRAS CUENTAS POR PAGAR DIVERSAS DOLARES
469911;OTRAS CUENTAS POR PAGAR DIVERSAS SOLES
469912;OTRAS CUENTAS POR PAGAR DIVERSAS DOLARES
471101;PRÉSTAMOS DE RELACIONADAS NACIONALES
471102;PRÉSTAMOS DE RELACIONADAS EXTRANJERAS
479101;OTRAS CUENTAS POR PAGAR DIVERSAS SOLES
479102;OTRAS CUENTAS POR PAGAR DIVERSAS DOLARES
481101;PROVISIONES DIVERSAS
487101;PROVISION POR ACTIVOS POR DERECHO DE USO
491101;IMPUESTO A LA RENTA DIFERIDO
491102;PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS
491201;IMPUESTO A LA RENTA DIFERIDO – RESULTADOS
492101;GANANCIA DIFERIDA
492102;GANANCIA DIFERIDA DOLARES
493101;INTERESES DIFERIDOS
495101;SUBSIDIOS RECIBIDOS DIFERIDOS
496101;INGRESOS DIFERIDOS
496102;INGRESOS DIFERIDOS ME
501101;CAPITAL SOCIAL
521101;CAPITAL ADICIONAL
561101;DIFERENCIA POR CONVERSION CAMBIARIA
571101;EXCEDENTE DE REVALUACIÓN
571111;ADQUISICIÓN DIRECTA
571121;ARRENDAMIENTO FINANCIERO
571211;ADQUISICIÓN DIRECTA
571221;ARRENDAMIENTO FINANCIERO
571301;INTANGIBLES
571401;ACTIVOS POR DERECHO DE USO - ARRENDAMIENTO OPERATIVO
581101;RESERVA LEGAL
582101;RESERVA LEGAL
591101;UTILIDADES ACUMULADAS
591201;INGRESOS DE AÑOS ANTERIORES
592101;PÉRDIDAS ACUMULADAS
592201;GASTOS DE AÑOS ANTERIORES
601101;MERCADERÍAS MANUFACTURADAS
602101;MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS
603101;SUMINISTROS
603102;REPUESTOS
603201;SUMINISTROS
603301;REPUESTOS
604101;ENVASES
604102;EMBALAJES
604201;EMBALAJES
609101;SEGURO POR MERCADERIA
609102;FLETE MARITIMO -  AEREO
609103;GASTOS FOB
609104;ADVALOREM
609105;TASA DE DESPACHO
609106;EMISION DE SEGURO
609107;GASTOS POR AGENCIAMIENTO
609108;SOBRETASA A/V
609109;THC - TERMINAL HANDLING COLLECT
609110;CERTIFICADO DE DEPOSITO
609111;SEGURO DE CONTENEDOR
609112;DEVOLUCION Y LAVADO DE CONTENEDOR
609113;TRANSPORTE LOCAL PUERTO - ALMACEN DE DESTINO
609114;OTROS GASTOS FINANCIEROS VINCULADOS CON LAS COMPRAS
609115;MONTACARGAS
609116;DESCARGA
609117;USO DE MUELLE - ENAPU
609118;MANIPULEO DE CARGA (VARTOSA)
609119;CANCHADORES-ESTIBADORES (VARTCARGO)
609120;DIFERENCIAS POR PERDIDA DE IMPORTACION
609121;USO DE PALA Y RASTRA (CASO GRANEL)
609122;GASTOS COMPRA LOCAL
609123;GASTOS OPERATIVOS VARIOS
609131;DERECHOS ADUANEROS
609141;COMISIONES
609191;GASTOS POR AGENCIAMIENTO
611101;MERCADERÍAS MANUFACTURADAS
611401;MERCADERÍAS INMUEBLES
611402;Cta Puente de inventarios
612101;MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS
612102;MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES
613101;SUMINISTROS
613102;REPUESTOS
613201;SUMINISTROS
613301;REPUESTOS
614101;ENVASES
614102;EMBALAJES
614201;EMBALAJES
619101;COSTOS VINCULADOS CON LAS COMPRAS
621101;SUELDOS
621201;COMISIONES
621301;REMUNERACIONES EN ESPECIE
621401;GRATIFICACIONES
621402;GRATIFICACIONES EXTRAORDINARIAS
621501;VACACIONES
622101;BONIFICACIÓN ESPECIAL
622102;PRACTICAS PRE-PROFESIONALES
622103;GRATIFICACION EXTRAORDINARIA
622104;INCENTIVOS
622105;OTRAS REMUNERACIONES
623101;INDEMNIZACIONES AL PERSONAL
624101;CAPACITACIÓN
625101;ATENCIÓN AL PERSONAL
625102;EVENTOS PARA EL PERSONAL
625103;MOVILIDAD VIATICOS
625104;OTRAS CARGAS DEL PERSONAL
627101;ESSALUD
627102;SEGUROS DE PERSONAL
627103;IES
627104;SEGURO DE VIDA
627105;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES
627201;RÉGIMEN DE PENSIONES - APORTE DE EMPRESA
627301;SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO, ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES
627401;SEGURO DE VIDA
627501;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD – EPS Y OTROS PARTICULARES
627701;CONTRIBUCIONES AL SENATI
628101;REMUNERACIONES AL DIRECTORIO
629101;COMPENSACIÓN POR TIEMPO DE SERVICIO
629201;PENSIONES Y JUBILACIONES
629301;OTROS BENEFICIOS POST-EMPLEO
629411;PARTICIPACIÓN CORRIENTE
629421;PARTICIPACIÓN DIFERIDA
631101;TRANSPORTE DE MERCADERÍA
631102;GASTOS ALMACEN GAMBETA
631103;GASTOS ALMACEN VENTANILLA
631104;GASTOS DE ALMACEN SOLDEXA
631105;GASTOS DE ALMACEN AREQUIPA
631106;GASTOS DE ALMACEN CONDESA
631107;GASTOS DE ALMACEN TISUR
631108;GASTOS DE ALMACEN PIURA
631109;GASTOS DE ALMACENES VARIOS
631110;MOVILIDAD ADMINISTRACION
631111;TRANSPORTE DE MERCADERIA
631112;GASTOS VIAJES NACIONALES
631113;GASTOS VIAJES INTERNACIONALES
631114;PERSONAL TRANSPORTE
631115;GASTOS ALMACENES - OPERATIVOS
631121;MOVILIDAD PERSONAL COMERCIAL
631122;MOVILIDAD PERSONAL ADMINISTRATIVO
631123;MOVILIDAD PERSONAL OPERATIVO
631201;CORREOS
631202;TELÉFONO FIJO
631203;TELÉFONO MOVIL
631204;NEXTEL
631205;MENSAJERIA Y COURRIER
631206;OTROS GASTOS TELECOMUNICACIONES
631207;INTERNET
631301;GASTOS VIAJES NACIONALES
631302;GASTOS VIAJES INTERNACIONALES
631401;GASTOS VIAJES NACIONALES
631402;GASTOS VIAJES INTERNACIONALES
631501;GASTOS VIAJES NACIONALES
631502;GASTOS VIAJES INTERNACIONALES
63205;NULL
632101;ASESORIA FINANCIERA
632102;COMISIONES
632103;GASTOS NOTARIALES Y REGISTRALES
632104;SERV.EMPASTES DE LIBROS
632105;ASESORIA CONTABLE
632106;ASESORIA TRIBUTARIA
632107;AUDITORIA
632108;ASESORIA COMERCIAL
632109;INVESTIGACION DE MERCADO
632110;ANALISIS DE PRODUCTOS QUIMICOS
632111;ASESORIA LEGAL
632112;ASESORIA LOGISTICA Y GESTION
632113;ASESORIA POR DESARROLLO ORGANIZACIONAL
632114;ASESORIA POR PLANEAMIENTO ESTRATÉGICO
632115;CERTIFICACION
632116;SERVICIOS ADMINISTRATIVOS
632117;OTROS GASTOS LEGALES
632201;ASESORIA TRIBUTARIA
632202;ASESORIA LEGAL
632203;GASTOS NOTARIALES Y REGISTRALES
632204;OTROS GASTOS LEGALES
632301;ASESORIA CONTABLE
632302;AUDITORIA
632401;INVESTIGACION DE MERCADO
632901;OTROS SERVICIOS
633101;PRODUCCIÓN ENCARGADA A TERCEROS
634101;MANTENIMIENTO MAQUINARIA Y MOBILIARIO
634102;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
634103;SERVICIO TECNICO Y SOPORTE
634104;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
634105;MANTENIMIENTO Y REPARACIÓN DE LOCAL
634106;MANTENIMIENTO DE MONTACARGA
634107;MANTENIMIENTO Y REPARACION DE ALMACEN
634108;MANT Y REPARACION DE VEHICULOS TP
634111;GASTOS ALMACEN DE AREQUIPA
634121;GASTOS ALMACEN DE AREQUIPA
634211;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
634212;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
634213;MANTENIMIENTO DE MONTACARGA
634221;MANTENIMIENTO Y REPARACIÓN DE LOCAL
634222;MANTENIMIENTO Y REPARACION DE ALMACEN
634311;MANTENIMIENTO MONTACARGA
634312;MANTENIMIENTO BALANZA
634313;MANTENIMIENTO APILADOR
634321;MANTENIMIENTO Y REPARACION DE EQUIPOS Y OTROS
634331;MANT Y REPARACION DE VEHICULOS TP
634332;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
634341;MANTENIMIENTO Y REPARACIÓN DE LOCAL
634342;MANTENIMIENTO Y REPARACIÓN DE ALMACEN
634351;GASTOS ALMACEN GAMBETA
634352;GASTOS ALMACEN VENTANILLA
634353;GASTOS DE ALMACEN AREQUIPA
634354;GASTOS DE ALMACEN PIURA
634355;GASTOS DE ALMACENES VARIOS
634401;INTANGIBLES
634501;ACTIVOS BIOLÓGICOS
635101;ALQUILER LOCAL
635102;ALQUILER ALMACEN VENTANILLA
635103;ALQUILER ALMACEN GAMBETA
635104;ALQUILER DE VEHICULOS
635105;ALQUILER COMPUTADORA
635106;ALQUILER DE FOTOCOPIADORA
635107;ALQUILER DE CAFETERA
635108;ALQUILER MONTACARGA
635109;ALQUILER CONDESA
635110;OTROS ALQUILERES
635201;ALQUILER LOCAL
635202;ALQUILER ALMACEN RANSA
635203;ALQUILER ALMACEN CAROLINA
635301;ALQUILER MONTACARGA
635401;ALQUILER DE VEHICULOS
635402;OTROS ALQUILERES
635501;MUEBLES Y ENSERES
635601;ALQUILER COMPUTADORA
635602;ALQUILER DE FOTOCOPIADORA
635603;ALQUILER DE CAFETERA
635604;OTROS ALQUILERES
636101;ENERGÍA ELÉCTRICA
636102;AGUA
636201;GAS
636301;AGUA
636401;TELEFONIA FIJA
636402;TELEFONIA MOVIL
636501;INTERNET
636601;RADIO
636701;CABLE
637101;PUBLICACIONES, PUBLICIDAD EN PAGINA WEB
637102;FERIAS, EXPOSICIONES Y CONVENCIONES
637103;GASTOS HOTELES Y RESTAURANTES
637104;ATENCION A CLIENTES Y PROVEEDORES
637105;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
637106;MARKETING
637301;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
637302;ATENCION A CLIENTES Y PROVEEDORES
639101;SERVICIOS DE VIGILANCIA
639102;SERVICIO DE COBRANZA
639103;SERVICIO DE INDECOPI
639104;SERVICIO DE TRANSPORTE DE PERSONAL
639105;SELECCIÓN DE PERSONAL
639106;OTROS SERVICIOS
639107;OTROS GASTOS DE VENTAS
639108;OTROS GASTOS DE ALMACEN
639201;ANALISIS DE PRODUCTOS QUIMICOS
639205;NULL
639206;NULL
639301;SERVICIOS DE VIGILANCIA
639302;SERVICIO DE COBRANZA
639303;SELECCIÓN DE PERSONAL
639304;SERVICIO DE ALMACENAMIENTO
639305;SERVICIO DE MOVIMIENTO DE CARGA
639306;OTROS SERVICIOS
639307;OTROS GASTOS DE VENTAS
639308;OTROS GASTOS DE ALMACEN
639309;GASTOS ALMACENES - MANIPULEO
641101;IMPUESTO GENERAL A LAS VENTAS
641102;IMPUESTO GENERAL A LAS VENTAS NO DOMICILIADO
641103;IMPUESTO SELECTIVO AL CONSUMO
641201;I.T.F
641301;IMPUESTO TEMPORAL A LOS ACTIVOS NETOS
641401;IMPUESTO A LOS JUEGOS DE CASINO Y MÁQUINAS TRAGAMONEDAS
641501;REGALÍAS MINERAS
641601;CÁNONES
641901;RENTA NO DOMICILIADOS
642101;DERECHOS ADUANEROS POR VENTAS
643101;Almacén Gambeta
643102;Almacén Ventanilla
643103;Almacén Piura
643104;Almacén Arequipa
643201;Almacén Gambeta
643202;Almacén Ventanilla
643203;Almacén Piura
643204;Almacén Arequipa
643301;IMPUESTO VEHICULAR
643401;LICENCIA DE FUNCIONAMIENTO
643901;OTROS
644201;CONTRIBUCIÓN AL SENCICO
644301;OTROS
645101;ARBITRIOS LOCALES
645102;LICENCIA MUNICIPAL
645103;IMPUESTO PREDIAL
645104;IMPUESTO ALCABALA
645105;INTERESES EN DEUDA TRIBUTARIA
645201;INTERESES - FRACCIONAMIENTO
645301;MULTAS
645401;COSTAS Y OTROS
646101;COTIZACIONES CON CARÁCTER DE TRIBUTO
649101;EXCEDENTE REVALUACION
649102;CAPITAL EXCEDENTE DE REVALUACION
649103;CAPITALIZACION UTILIDADES
649104;IMPUESTO AL VEHICULO
649105;CONASEV
649106;BOLETA DEL CONTADOR
649107;CONTRIBUCION EXTRAORDINARIA
649108;FONDO DE DEFENSA NACIONAL
649109;AJUSTE POR INFLACION DL 561
649110;AJUSTE BIENES PATRIMONIALES
649111;I.T.F.
649112;RENTA NO DOMICILIADO FACTURAS EXTERIOR
649113;RENTA NO DOMICILIADO INTERESES
649114;RENTA NO DOMICILIADOS
649115;IGV NO DOMICILIADO
651101;SEGUROS CONTRA INCENDIO
651102;SEGURO CONTRA ROBO-ASALTO
651103;SEGURO DE RESPONSABILIDA CIVIL
651104;SEGURO TRANSPORTE DE MERCADERIA
651105;SEGURO VEHICULOS
651106;SEGURO ACCIDENTES INDIVIDUALES
651107;SEGURO VIDA LEY 4916
651108;SEGURO MEDICO FAMILIAR ONCOSALUD
651109;SEGURO DE ACTIVOS FIJOS
651110;SEGUROS COMPLEMENTARIO TRABAJO DE RIESGO
651111;SEGURO ASISTENCIA MEDICA PRACTICANTES
651112;SEGUROS MULTIRIESGOS
651113;SEGUROS CAUCION ALMACEN ADUANERO
651114;SEGURO VEHICULOS TP
651115;OTROS SEGUROS
652101;REGALÍAS
653101;SUSCRIPCIONES Y COTIZACIONES
654101;LICENCIAS Y DERECHOS DE VIGENCIA
655101;INVERSIONES INMOBILIARIAS
655102;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
655103;INMUEBLES, MAQUINARIA Y EQUIPO
655104;INTANGIBLES
655111;INVERSIONES MOBILIARIAS
655121;PROPIEDADES DE INVERSIÓN
655131;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
655141;PROPIEDAD, PLANTA Y EQUIPO
655151;INTANGIBLES
655161;ACTIVOS BIOLÓGICOS
655211;PROPIEDADES DE INVERSIÓN
655221;ACTIVOS POR DERECHO DE USO - ARRENDAMIENTO FINANCIERO
655231;PROPIEDAD, PLANTA Y EQUIPO
655241;INTANGIBLES
655251;ACTIVOS BIOLÓGICOS
656101;UTILES ESCRITORIO-ADMINISTRACION
656102;FOTOCOPIAS Y ANILLADOS
656103;UTILES COMPUTADORA
656104;UTILES DE ASEO-LIMPIEZA
656105;MATERIALES DE ALMACEN
656106;COMBUSTIBLE DIESES CAMIONES
656107;GASOLINA VEHÍCULOS
656108;COMBUSTIBLE MONTACARGAS
656109;COMPRA PALETAS
656110;MATERIALES DE ENFERMERIA
656111;MATERIALES DE LABORATORIO
656112;MATERIALES DE SEGURIDAD
657101;GASTOS DE INVESTIGACIÓN Y DESARROLLO
659101;DONACIONES
659102;GASTOS DESPACHO FERIA-ADUANA
659103;UTILES DE ASEO-LIMPIEZA
659104;UTILES DE ALMACEN
659105;COMPRA PALETAS
659106;COMPRA EQUIPOS MENORES
659107;UTILES DE LABORATORIO
659108;ESPECIE VALORADA
659109;OPCION DE COMPRA DE LEASING
659110;GASTOS ESTACIONAMIENTO Y PEAJES
659111;GASOLINA
659112;MOVILIDAD
659113;COMBUSTIBLE MONTACARGA
659114;GASTOS CON BOLETAS DE VENTA
659115;OTRAS CARGAS DIVERSAS DE GESTION
659116;COSTO MUESTRAS
659117;POR REGULARIZACION DE INVENTARIO
659118;GASTOS POR PROYECTO
659119;GASTOS POR SERVICIOS POLITHANE
659120;MULTAS
659121;GASTOS POR SERVICIOS LTI
659122;GASTOS NO DEDUCICLES
659123;COMBUSTIBLE DIESES 2 TP
659124;GASTOS DE ESTAC Y PEAJE TP
659125;OTROS GTOS DVERSOS DE GESTION TP
659126;GASTO POR PROYECTO PUERTO
659127;GASTO POR PROYECTO SILICATO
659128;MOVILIDAD TP
659201;MULTAS ADMINISTRATIVAS
659301;MERMAS ANORMALES
659302;COMPRA EQUIPOS MENORES
659303;GASTOS CON BOLETAS DE VENTA
659304;GASTOS POR PROYECTO
659305;GASTOS NO DEDUCICLES
659306;ESTACIONAMIENTO Y PEAJES CAMIONES
659307;ESTACIONAMIENTO Y PEAJES VEHICULOS
659308;POR REGULARIZACION DE INVENTARIO
659309;OTRAS CARGAS DIVERSAS DE GESTION
661101;MERCADERÍAS
661102;MERMAS DE MERCADERIAS
661103;DIFERENCIAS POR PRECOSTEO
661201;PRODUCTOS TERMINADOS
661311;PROPIEDADES DE INVERSIÓN
661321;PROPIEDAD, PLANTA Y EQUIPO
661331;INTANGIBLES
661341;ACTIVOS BIOLÓGICOS
662101;INVERSIONES INMOBILIARIAS
662201;ACTIVOS BIOLÓGICOS
664101;PARTICIPACIÓN EN LOS RESULTADOS DE SUBSIDIARIAS Y AFILIADAS BAJO EL MÉTODO DEL VALOR PATRIMONIAL
665101;SUNAT
665102;OTRAS CARGAS DIVERSAS
665103;MULTAS
665104;GASTOS DE EJERCICIOS ANTERIORES
671101;MANTENIMIENTO COMISIONES Y OTROS BANCO DE CREDITO
671102;MANTENIMIENTO COMISIONES Y OTROS SCOTIABANK
671103;COMISIONES DE REESTRUCTURACION
671104;comsion y otros gastos carta de credito
671105;MANTENIMIENTO COMISIONES Y OTROS BBVA BANCO CONTINENTAL
671106;MANTENIMIENTO COMISIONES Y OTROS BANCO DE CREDITO MIAMI
671107;MANTENIMIENTO COMISIONES Y OTROS INTERBANK
671108;MANTENIMIENTO COMISIONES Y OTROS BANCO FINANCIERO
671109;COMSION Y OTROS GASTOS CARTA DE CREDITO
671110;GASTOS DE SOBREGIROS
671111;MANTENIMIENTOS Y PORTES
