AcctCode;AcctName
671112;MANTENIMIENTO COMISIONES DE OTROS BANCOS
671113;OTROS GASTOS
671201;COMISIONES Y OTROS GASTOS
671202;COMISIONES DE REESTRUCTURACION
671301;COMISIONES Y OTROS POR EMISION Y COLOCACION
671401;COMISIONES POR LETRAS DESCONTADAS
673101;INTERESES COMPENSATORIOS POR PRESTAMO ACREEDORES
673102;INTERESES POR ADELANTO DE FACTURAS BANCO DE CREDITO
673103;INTERESES POR ADELANTO DE FACTURAS CITIBANK
673104;INTERESES Y COMISION COBRANZA GARANTIA
673105;COMISION NO USAR
673106;INTERESES DE LETRAS Y CHEQUES DEVUELTOS BANCO DE CREDITO
673107;INTERESES DE LETRAS Y CHEQUES DEVUELTOS SCOTIABANK
673108;INTERESES DE LETRAS Y CHEQUES DEVUELTOS BBVA BANCO CONTINENTAL
673109;INTERESES DE LETRAS Y CHEQUES DEVUELTOS INTERBANK
673110;INTERESES Y COMISIONES  DE LETRAS BCP
673111;INTERESES Y COMISIONES  DE LETRAS SCOTIABANK
673112;INTERESES Y COMISIONES DE LETRAS BBVA CONTINENTAL
673113;INTERESES Y COMISIONES DE LETRAS INTERBANK
673114;INTERESES Y GASTOS DE PROTESTOS
673115;INTERESES PAGARES
673116;INTERESE VARIOS
673121;INTERESES COMPENSATORIOS POR PRESTAMO ACREEDORES
673201;INTERESES  POR LEASING
673301;INTERESES Y GASTOS POR INSTRUMENTOS FINANCIEROS
673401;INTERESES DE LETRAS BCP
673402;INTERESES  DE LETRAS SCOTIABANK
673403;INTERESES DE LETRAS BBVA CONTINENTAL
673404;INTERESES  DE LETRAS INTERBANK
673405;INTERESES  PROTESTOS
673501;INTERESES Y GASTOS POR OBLIGACIONES EMITIDAS
673601;INTERESES Y GASTOS DE OBLIGACIONES COMERCIALES
674101;INTERESES POR FACTORING BANCO DE CREDITO
674102;INTERESES POR FACTORING
676101;PERDIDA POR DIFERENCIA DE CAMBIO
676102;PERDIDA POR DIFERENCIA DE CAMBIO DOLARES
676103;PERDIDA POR DIFERENCIA DE CAMBIO NO REALIZADO
677101;INVERSION INMOBILIARIA
677201;INVERSIONES INMOBILIARIAS
677301;OTROS
678101;PARTICIPACIÓN EN LOS RESULTADOS DE SUBSIDARIAS Y ASOCIADAS BAJO EL MÉTODO DEL VALOR PATRIMONIAL
678201;PARTICIPACIONES EN NEGOCIOS CONJUNTOS
679101;MANTENIMIENTO COMISIONES Y OTROS BANCO DE CREDITO
679102;MANTENIMIENTO COMISIONES Y OTROS SCOTIABANK
679103;MANTENIMIENTO COMISIONES Y OTROS BBVA BANCO CONTINENTAL
679104;MANTENIMIENTO COMISIONES Y OTROS BANCO DE CREDITO MIAMI
679105;MANTENIMIENTO COMISIONES Y OTROS INTERBANK
679106;MANTENIMIENTO COMISIONES Y OTROS BANCO FINANCIERO
679107;CARTA FIANZA
679108;CARTA DE CREDITO
679109;INTERESES Y GASTOS POR LEASING
679110;WARRANT
679111;INTERESES VARIOS
679112;PERDIDA POR REDONDEO
679113;MANTENIMIENTO COMISIONES Y OTROS BCO CITIBANK
679114;MANTENIMIENTO Y COMISIONES OTROS BANCOS
679115;MANTENIMIENTO COMISIONES Y OTROS
679213;INTERESES POR COMPRA DE INMUEBLE
681101;DEPRECIACIÓN DE INVERSIONES INMOBILIARIAS
681111;DEPRECIACIÓN DE EDIFICACIONES - INVERSIONES INMOBILIARIAS
681121;REVALUACIÓN DE EDIFICACIONES - INVERSIONES INMOBILIARIAS
681131;COSTO DE FINAN DE EDIFICACIONES - INVERSIONES INMOBILIARIAS
681201;DEPRECIACIÓN DE EDIFICACIONES ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
681202;INSTALACIONES
681203;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
681204;EQUIPO DE TRANSPORTE
681206;EQUIPOS DIVERSOS
681208;EQUIPOS DE COMPUTO
681301;EDIFICACIONES
681302;INSTALACIONES
681303;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
681304;EQUIPO DE TRANSPORTE
681305;MUEBLES Y ENSERES
681306;EQUIPOS DIVERSOS
681307;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
681308;EQUIPOS DE COMPUTO
681309;EQUIPO DE TRANSPORTE TP
681401;EDIFICACIONES
682101;AMORTIZACIÓN DE INTANGIBLES ADQUIRIDOS
682111;COSTO
682112;REVALUACIÓN
682113;COSTO DE FINANCIACIÓN
682211;DEPRECIACIÓN DE EDIFICACIONES - ARRENDAMIENTO FINANCIERO
682212;REVALUACIÓN DE EDIFICACIONES - ARRENDAMIENTO FINANCIERO
682213;COSTO DE FINANC DE EDIFICACIONES - ARRENDAMIENTO FINANCIERO
682221;COSTO
682222;REVALUACIÓN
682223;COSTO DE FINANCIACIÓN
682231;COSTO
682232;REVALUACIÓN
682251;COSTO
682252;REVALUACIÓN
683111;COSTO
683112;REVALUACIÓN
683121;COSTO
683122;REVALUACIÓN
683131;COSTO
683132;REVALUACIÓN
683151;COSTO
683152;REVALUACIÓN
684101;ESTIMACIÓN DE CUENTAS DE COBRANZA DUDOSA
684111;EDIFICACIONES
684112;INSTALACIONES
684121;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
684131;UNIDADES DE TRANSPORTE
684141;MUEBLES Y ENSERES
684151;EQUIPOS DIVERSOS
684152;EQUIPOS COMPUTO
684161;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
684201;DESVALORIZACIÓN DE EXISTENCIAS
684211;EDIFICACIONES
684221;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
684231;UNIDADES DE TRANSPORTE
684241;MUEBLES Y ENSERES
684251;EQUIPOS DIVERSOS
684261;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
684301;DESVALORIZACIÓN DE INVERSIONES INMOBILIARIAS
684311;EDIFICACIONES
684321;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
685221;ACTIVOS BIOLÓGICOS DE ORIGEN VEGETAL
686101;PROVISIÓN PARA LITIGIOS
686102;OTRAS PROVISIONES
686111;CONCESIONES, LICENCIAS Y OTROS DERECHOS
686121;PATENTES Y PROPIEDAD INDUSTRIAL
686131;PROGRAMAS DE COMPUTADORA (SOFTWARE)
686141;COSTOS DE EXPLORACIÓN Y DESARROLLO
686151;FÓRMULAS, DISEÑOS Y PROTOTIPOS
687111;CUENTAS POR COBRAR COMERCIALES – TERCEROS
687121;CUENTAS POR COBRAR COMERCIALES – RELACIONADAS
687131;CUENTAS POR COBRAR AL PERSONAL, A LOS ACCIONISTAS (SOCIOS) Y DIRECTORES
687141;CUENTAS POR COBRAR DIVERSAS – TERCEROS
687151;CUENTAS POR COBRAR DIVERSAS – RELACIONADAS
687313;INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO
687321;INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL
688121;EDIFICACIONES
688131;CONSTRUCCIONES EN CURSO
688201;PLANTA PRODUCTORA EN PRODUCCIÓN
688211;PLANTA PRODUCTORA EN DESARROLLO
688221;TERRENOS
688231;EDIFICACIONES
688241;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
688251;UNIDADES DE TRANSPORTE
688261;MUEBLES Y ENSERES
688271;EQUIPOS DIVERSOS
688281;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
688301;PLANTA PRODUCTORA EN PRODUCCIÓN
688311;PLANTA PRODUCTORA EN DESARROLLO
688321;TERRENOS
688331;EDIFICACIONES
688341;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
688351;UNIDADES DE TRANSPORTE
688361;MUEBLES Y ENSERES
688371;EQUIPOS DIVERSOS
688381;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
688411;CONCESIONES, LICENCIAS Y OTROS DERECHOS
688421;PATENTES Y PROPIEDAD INDUSTRIAL
688431;PROGRAMAS DE COMPUTADORA (SOFTWARE)
688441;COSTOS DE EXPLORACIÓN Y DESARROLLO
688451;FÓRMULAS, DISEÑOS Y PROTOTIPOS
688461;OTROS ACTIVOS INTANGIBLES
688471;PLUSVALÍA MERCANTIL
688911;ACTIVOS BIOLÓGICOS DE ORIGEN ANIMAL
688921;ACTIVOS BIOLÓGICOS DE ORIGEN VEGETAL
689111;PROVISIÓN PARA LITIGIOS – COSTO
689121;PROVISIÓN PARA LITIGIOS – ACTUALIZACIÓN FINANCIERA
689211;PROVISIÓN POR DESMANTELAMIENTO, RETIRO O REHABILITACIÓN DEL INMOVILIZADO – COSTO
689221;PROVISIÓN POR DESMANTELAMIENTO, RETIRO O REHABILITACIÓN DEL INMOVILIZADO – ACTUALIZACIÓN FINANCIERA
689301;PROVISIÓN PARA REESTRUCTURACIONES
689401;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE
689411;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE – COSTO
689421;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE – ACTUALIZACIÓN FINANCIERA
689611;PROVISIÓN PARA GARANTÍAS – COSTO
689621;PROVISIÓN PARA GARANTÍAS – ACTUALIZACIÓN FINANCIERA
689711;PROVISIÓN POR ACTIVOS POR DERECHO DE USO ARRENDAMIENTO OPERATIVO
689721;PROVISIÓN POR ACTIVOS POR DERECHO DE USO ARRENDAMIENTO OPERATIVO - ACTUALIZACIÓN FINANCIERA
691101;TERCEROS
691102;RELACIONADAS
691103;COSTO DE SUMINISTROS(SIN PROC DE PROD)
691104;COSTO POR MANTENIMIENTO  VARIOS
691105;COSTO DIVERSO
691111;MERCADERIA - TERCEROS EXPORTACIÓN
691121;MERCADERIA - RELACIONADAS EXPORTACIÓN
691211;MERCADERIA - TERCEROS VENTA LOCAL
691212;SUMINISTROS TERCERO VENTA LOCAL
691221;MERCADERIA - RELACIONADAS VENTA LOCAL
692101;TERCEROS
692102;RELACIONADAS
692103;PROYECTO DEL NIÑO
692104;PROYECTO LTI
692111;TERCEROS
692121;RELACIONADAS
692211;TERCEROS
692221;RELACIONADAS
693101;MERMAS
693211;SERVICIOS TERCEROS LOCAL
693221;SERVICIOS TERCEROS RELACIONADAS
694101;TERCEROS
694102;RELACIONADAS
694111;TERCEROS
694121;RELACIONADAS
695101;DESVALORIZACIÓN DE MERCADERIA
701101;TERCEROS
701102;RELACIONADAS
701111;TERCEROS EXPORTACIÓN
701121;RELACIONADAS EXPORTACIÓN
701211;TERCEROS - VENTA LOCAL
701221;RELACIONADAS VENTA LOCAL
702101;TERCEROS
702102;RELACIONADAS
702103;PROYECTO DEL NIÑO
702104;PROYECTO LTI
702111;TERCEROS
702121;RELACIONADAS
702211;TERCEROS
702221;RELACIONADAS
7031101;COMISIONES
703121;COMISIONES
703211;COMISIONES
703212;SERVICIO INTGRAL DE ENVASADO
703221;COMISIONES
704101;COMISIONES
704102;SERVICIOS DE MANTENIMIENTO
704103;ALQUILER DE MONTACARGA
704104;SERVICIO ENVASADO
704105;SERVICIO DE TRANSPORTE
704106;SERVICIO DE REEMBASADO
704107;SERVICIO INTGRAL DE ENVASADO
704108;SERVICIOS LTI
704201;COMISIONES
704202;SERVICIOS DE MANTENIMIENTO
704203;ALQUILER DE MONTACARGA
704204;SERVICIO ENVASADO
704205;SERVICIO DE TRANSPORTE
704206;SERVICIO DE REEMBASADO
709101;MERCADERÍAS MANUFACTURADAS
709111;TERCEROS
709121;RELACIONADAS
709201;MERCADERÍAS MANUFACTURADAS
709211;TERCEROS
709221;RELACIONADAS
709301;PRODUCTOS MANUFACTURADOS
709311;TERCEROS
709321;RELACIONADAS
709401;PRODUCTOS MANUFACTURADOS
709411;TERCEROS
709421;RELACIONADAS
711101;PRODUCTOS MANUFACTURADOS
711401;PRODUCTOS INMUEBLES TERMINADOS
712101;SUBPRODUCTOS
712201;DESECHOS Y DESPERDICIOS
713101;PRODUCTOS EN PROCESO DE MANUFACTURA
713801;OTROS PRODUCTOS EN PROCESO
714101;ENVASES
714102;EMBALAJES
714201;EMBALAJES
715101;INVENTARIOS DE SERVICIOS EN PROCESO
721101;INVERSIONES INMOBILIARIAS
731101;TERCEROS
731102;RELACIONADAS
731201;RELACIONADAS
741101;TERCEROS
741102;RELACIONADAS
741201;RELACIONADAS
751101;SERVICIOS EN BENEFICIO DEL PERSONAL
752101;COMISIONES Y CORRETAJES
753101;REGALÍAS
754101;TERRENOS
754102;EDIFICACIONES
754103;ALMACENES
754201;OFICINA
754202;ALMACENES
754401;UNIDADES DE TRANSPORTE
755101;RECUPERACIÓN - CUENTAS DE COBRANZA DUDOSA
755201;RECUPERACIÓN - DESVALORIZACIÓN DE EXISTENCIAS
755301;RECUPERACIÓN – DESVALORIZACIÓN DE INVERSIONES INMOBILIARIAS
756101;ENAJENACIÓN DE ACTIVOS INMOVILIZADOS
756102;INVERSIONES MOBILIARIAS
756301;Unidades de transporte
756302;Maquinarias y equipos de explotación
756401;PROPIEDAD, PLANTA Y EQUIPO
757101;RECUPERACIÓN DE DETERIORO DE CUENTAS DE ACTIVOS INMOVILIZADOS
759101;INGRESOS DIVERSOS
759102;INGRESOS DIVERSOS ALMACEN
759103;FLETE VENTA MERCADERIA
759104;DESCUENTO AL PERSONAL
759105;INGRESOS SERVICIOS POLITHANE
759106;INDEMNIZACIONES
759201;Indemnizacion
759901;SERVICIO ADMINISTRATIVO
759902;REEMBOLSO DE GASTOS
759903;INGRESOS DIVERSOS ALMACEN
759904;OTROS INGRESOS
761101;MERCADERÍAS
761201;PRODUCTOS TERMINADOS
761301;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA
761311;PROPIEDADES DE INVERSIÓN
761321;PROPIEDAD, PLANTA Y EQUIPO
761331;INTANGIBLES
761341;ACTIVOS BIOLÓGICOS
762101;INVERSIONES INMOBILIARIAS
762201;ACTIVOS BIOLÓGICOS
763101;PARTICIPACIÓN EN RESULTADOS DE SUBSIDIARIAS - RESPLA
771101;INTERESES POR REFINANCIAMIENTO DE LETRAS
771102;INGRESOS POR RENOVACIÓN DE LETRAS
771103;INTERESES POR LETRAS EN COBRANZA LIBRE
772101;INTERESES SOBRE DEPOSITOS
772201;INTERESES POR REFINANCIAMIENTO DE LETRAS
772202;INGRESOS POR RENOVACIÓN DE LETRAS
772203;INTERESES POR LETRAS EN COBRANZA LIBRE
772301;INTERESES SOBRE PRESTAMOS
772302;INTERESES SOBRE PRESTAMOS  AL PERSONAL
773101;DIVIDENDOS
774101;INTERESES PRESTAMOS AL PERSONAL
775101;DESCUENTOS OBTENIDOS POR PRONTO PAGO
776101;DIFERENCIA EN CAMBIO
776103;DIFERENCIA EN CAMBIO NO REALIZADA
777101;GANANCIA POR MEDICION DE PASIVO A VALOR RAZONABLE
778101;PARTICIPACIÓN EN LOS RESULTADOS DE SUBSIDIARIAS Y ASOCIADAS BAJO EL MÉTODO DEL VALOR PATRIMONIAL
778201;INGRESOS POR PARTICIPACIONES EN NEGOCIOS CONJUNTOS
779201;GANANCIA POR REDONDEO
779202;RECUPERO DE GASTOS DE PROTESTOS
779203;OTROS INGRESOS FINANCIEROS
781101;CARGAS CUBIERTAS POR PROVISIONES
791101;CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS
792101;GASTOS FINANCIEROS IMPUTABLES A CUENTAS DE EXISTENCIAS
801101;MARGEN COMERCIAL
811101;PRODUCCIÓN DE BIENES
812101;PRODUCCIÓN DE SERVICIOS
813101;PRODUCCIÓN DE ACTIVO INMOVILIZADO
821101;VALOR AGREGADO
831101;EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACIÓN
841101;RESULTADO DE EXPLOTACIÓN
851101;RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS
871101;PARTICIPACIÓN DE LOS TRABAJADORES – CORRIENTE
872101;PARTICIPACIÓN DE LOS TRABAJADORES – DIFERIDA
881101;IMPUESTO A LA RENTA – CORRIENTE
882101;IMPUESTO A LA RENTA - DIFERIDO
891101;UTILIDAD
892101;PÉRDIDA
9121101;SUELDOS
9121201;COMISIONES
9121301;REMUNERACIONES EN ESPECIE
9121401;GRATIFICACIONES
9121402;GRATIFICACIONES EXTRAORDINARIAS
9121501;VACACIONES
9122101;BONIFICACIÓN ESPECIAL
9122102;PRACTICAS PRE-PROFESIONALES
9122103;GRATIFICACION EXTRAORDINARIA
9122104;INCENTIVOS
9122105;OTRAS REMUNERACIONES
9123101;INDEMNIZACIONES AL PERSONAL
9124101;CAPACITACIÓN
9125101;ATENCIÓN AL PERSONAL
9125102;EVENTOS PARA EL PERSONAL
9125103;MOVILIDAD VIATICOS
9125104;OTRAS CARGAS DEL PERSONAL
9127101;ESSALUD
9127102;SEGUROS DE PERSONAL
9127103;IES
9127104;SEGURO DE VIDA
9127105;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES
9127201;RÉGIMEN DE PENSIONES - APORTE DE EMPRESA
9127301;SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO, ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES
9127401;SEGURO DE VIDA
9127501;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD – EPS Y OTROS PARTICULARES
9127701;CONTRIBUCIONES AL SENATI
9128101;REMUNERACIONES AL DIRECTORIO
9129101;COMPENSACIÓN POR TIEMPO DE SERVICIO
9129201;PENSIONES Y JUBILACIONES
9129301;OTROS BENEFICIOS POST-EMPLEO
9129411;PARTICIPACIÓN CORRIENTE
9129421;PARTICIPACIÓN DIFERIDA
9131101;TRANSPORTE DE MERCADERÍA
9131102;GASTOS ALMACEN GAMBETA
9131103;GASTOS ALMACEN VENTANILLA
9131104;GASTOS DE ALMACEN TRANSGROUP
9131105;GASTOS DE ALMACEN RANSA
9131106;GASTOS DE ALMACEN CONDESA
9131107;GASTOS DE ALMACEN MILLER
9131108;GASTOS DE ALMACEN NEPTUNIA
9131109;GASTOS DE ALMACENES VARIOS
9131110;MOVILIDAD ADMINISTRACION
9131111;MOVILIDAD OUTSORCING MKT
9131112;GASTOS VIAJES NACIONALES
9131113;GASTOS VIAJES INTERNACIONALES
9131121;MOVILIDAD PERSONAL COMERCIAL
9131122;MOVILIDAD PERSONAL ADMINISTRATIVO
9131123;MOVILIDAD PERSONAL OPERATIVO
9131131;VEHÍCULOS DE CARGA
9131132;VEHÍCULOS ADMINISTRATIVOS
9131133;MONTACARGAS
9131141;VEHÍCULOS DE CARGA
9131142;VEHÍCULOS ADMINISTRATIVOS
9131201;CORREOS
9131202;TELÉFONO FIJO
9131203;TELÉFONO MOVIL
9131204;NEXTEL
9131205;MENSAJERIA Y COURRIER
9131206;OTROS GASTOS TELECOMUNICACIONES
9131301;GASTOS VIAJES NACIONALES
9131302;GASTOS VIAJES INTERNACIONALES
9131401;GASTOS VIAJES NACIONALES
9131402;GASTOS VIAJES INTERNACIONALES
9131501;GASTOS VIAJES NACIONALES
9131502;GASTOS VIAJES INTERNACIONALES
9132101;ASESORIA FINANCIERA
9132102;COMISIONES
9132103;GASTOS NOTARIALES Y REGISTRALES
9132104;SERV.EMPASTES DE LIBROS
9132105;ASESORIA CONTABLE
9132106;ASESORIA TRIBUTARIA
9132107;AUDITORIA
9132108;ASESORIA COMERCIAL
9132109;INVESTIGACION DE MERCADO
9132110;ANALISIS DE PRODUCTOS QUIMICOS
9132111;ASESORIA LEGAL
9132112;ASESORIA LOGISTICA Y GESTION
9132113;ASESORIA POR DESARROLLO ORGANIZACIONAL
9132114;ASESORIA POR PLANEAMIENTO ESTRATÉGICO
9132115;CERTIFICACION
9132116;SERVICIOS ADMINISTRATIVOS
9132117;OTROS GASTOS LEGALES
9132201;ASESORIA TRIBUTARIA
9132202;ASESORIA LEGAL
9132203;GASTOS NOTARIALES Y REGISTRALES
9132204;OTROS GASTOS LEGALES
9132301;ASESORIA CONTABLE
9132302;AUDITORIA
9132401;INVESTIGACION DE MERCADO
9132901;OTROS SERVICIOS
9133101;PRODUCCIÓN ENCARGADA A TERCEROS
9134101;MANTENIMIENTO MAQUINARIA Y MOBILIARIO
9134102;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
9134103;SERVICIO TECNICO Y SOPORTE
9134104;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9134105;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9134106;MANTENIMIENTO DE MONTACARGA
9134107;MANTENIMIENTO Y REPARACION DE ALMACEN
9134111;GASTOS ALMACEN DE AREQUIPA
9134121;GASTOS ALMACEN DE AREQUIPA
9134211;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
9134212;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9134213;MANTENIMIENTO DE MONTACARGA
9134221;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9134222;MANTENIMIENTO Y REPARACION DE ALMACEN
9134311;MANTENIMIENTO MONTACARGA
9134312;MANTENIMIENTO BALANZA
9134313;MANTENIMIENTO APILADOR
9134321;SERVICIO TECNICO Y SOPORTE
9134331;MANT Y REPARACION DE VEHICULOS TP
9134332;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9134341;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9134351;GASTOS ALMACEN GAMBETA
9134352;GASTOS ALMACEN VENTANILLA
9134353;GASTOS DE ALMACEN AREQUIPA
9134354;GASTOS DE ALMACEN PIURA
9134355;GASTOS DE ALMACENES VARIOS
9134401;INTANGIBLES
9134501;ACTIVOS BIOLÓGICOS
9135101;ALQUILER LOCAL
9135102;ALQUILER ALMACEN VENTANILLA
9135103;ALQUILER ALMACEN GAMBETA
9135104;ALQUILER DE VEHICULOS
9135105;ALQUILER COMPUTADORA
9135106;ALQUILER DE FOTOCOPIADORA
9135107;ALQUILER DE CAFETERA
9135108;ALQUILER MONTACARGA
9135109;ALQUILER CONDESA
9135110;OTROS ALQUILERES
9135201;ALQUILER LOCAL
9135202;ALQUILER ALMACEN RANSA
9135203;ALQUILER ALMACEN CAROLINA
9135301;ALQUILER MONTACARGA
9135401;ALQUILER DE VEHICULOS
9135402;OTROS ALQUILERES
9135501;MUEBLES Y ENSERES
9135601;ALQUILER COMPUTADORA
9135602;ALQUILER DE FOTOCOPIADORA
9135603;ALQUILER DE CAFETERA
9135604;OTROS ALQUILERES
9136101;ENERGÍA ELÉCTRICA
9136102;AGUA
9136201;GAS
9136301;AGUA
9136401;TELEFONIA FIJA
9136402;TELEFONIA MOVIL
9136501;INTERNET
9136601;RADIO
9136701;CABLE
9137101;PUBLICACIONES, PUBLICIDAD EN PAGINA WEB
9137102;FERIAS, EXPOSICIONES Y CONVENCIONES
9137103;GASTOS HOTELES Y RESTAURANTES
9137104;ATENCION A CLIENTES Y PROVEEDORES
9137105;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
9137106;MARKETING
9137301;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
9137302;ATENCION A CLIENTES Y PROVEEDORES
9139101;SERVICIOS DE VIGILANCIA
9139102;SERVICIO DE COBRANZA
9139103;SERVICIO DE INDECOPI
9139104;SERVICIO DE TRANSPORTE DE PERSONAL
9139105;SELECCIÓN DE PERSONAL
9139106;OTROS SERVICIOS
9139107;OTROS GASTOS DE VENTAS
9139108;OTROS GASTOS DE ALMACEN
9139201;ANALISIS DE PRODUCTOS QUIMICOS
9139301;SERVICIOS DE VIGILANCIA
9139302;SERVICIO DE COBRANZA
9139303;SELECCIÓN DE PERSONAL
9139304;SERVICIO DE ALMACENAMIENTO
9139305;SERVICIO DE MOVIMIENTO DE CARGA
9139306;OTROS SERVICIOS
9139307;OTROS GASTOS DE VENTAS
9139308;OTROS GASTOS DE ALMACEN
9141101;IMPUESTO GENERAL A LAS VENTAS
9141102;IMPUESTO GENERAL A LAS VENTAS NO DOMICILIADO
9141103;IMPUESTO SELECTIVO AL CONSUMO
9141201;I.T.F
9141301;IMPUESTO TEMPORAL A LOS ACTIVOS NETOS
9141401;IMPUESTO A LOS JUEGOS DE CASINO Y MÁQUINAS TRAGAMONEDAS
9141501;REGALÍAS MINERAS
9141601;CÁNONES
9141901;RENTA NO DOMICILIADOS
9142101;DERECHOS ADUANEROS POR VENTAS
9143101;Almacén Gambeta
9143102;Almacén Ventanilla
9143103;Almacén Piura
9143104;Almacén Arequipa
9143201;Almacén Gambeta
9143202;Almacén Ventanilla
9143203;Almacén Piura
9143204;Almacén Arequipa
9143301;IMPUESTO VEHICULAR
9143401;LICENCIA DE FUNCIONAMIENTO
9143901;OTROS
9144201;CONTRIBUCIÓN AL SENCICO
9144301;OTROS
9145101;ARBITRIOS LOCALES
9145102;LICENCIA MUNICIPAL
9145103;IMPUESTO PREDIAL
9145104;IMPUESTO ALCABALA
9145105;INTERESES EN DEUDA TRIBUTARIA
9145201;INTERESES - FRACCIONAMIENTO
9145301;MULTAS
9145401;COSTAS Y OTROS
9146101;COTIZACIONES CON CARÁCTER DE TRIBUTO
9148410;PLANTAS PRODUCTORAS
9149101;EXCEDENTE REVALUACION
9149102;CAPITAL EXCEDENTE DE REVALUACION
9149103;CAPITALIZACION UTILIDADES
9149104;IMPUESTO AL VEHICULO
9149105;CONASEV
9149106;BOLETA DEL CONTADOR
9149107;CONTRIBUCION EXTRAORDINARIA
9149108;FONDO DE DEFENSA NACIONAL
9149109;AJUSTE POR INFLACION DL 561
9149110;AJUSTE BIENES PATRIMONIALES
9149111;I.T.F.
9149112;RENTA NO DOMICILIADO FACTURAS EXTERIOR
9149113;RENTA NO DOMICILIADO INTERESES
9149114;RENTA NO DOMICILIADOS
9151101;SEGUROS CONTRA INCENDIO
9151102;SEGURO CONTRA ROBO-ASALTO
9151103;SEGURO DE RESPONSABILIDA CIVIL
9151104;SEGURO TRANSPORTE DE MERCADERIA
9151105;SEGURO VEHICULOS
9151106;SEGURO ACCIDENTES INDIVIDUALES
9151107;SEGURO VIDA LEY 4916
9151108;SEGURO MEDICO FAMILIAR ONCOSALUD
9151109;SEGURO DE ACTIVOS FIJOS
9151110;SEGUROS COMPLEMENTARIO TRABAJO DE RIESGO
9151111;SEGURO ASISTENCIA MEDICA PRACTICANTES
9151112;SEGUROS MULTIRIESGO
9152101;REGALÍAS
9153101;SUSCRIPCIONES Y COTIZACIONES
9154101;LICENCIAS Y DERECHOS DE VIGENCIA
9155101;INVERSIONES INMOBILIARIAS
9155102;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9155103;INMUEBLES, MAQUINARIA Y EQUIPO
9155104;INTANGIBLES
9155111;INVERSIONES MOBILIARIAS
9155121;PROPIEDADES DE INVERSIÓN
9155131;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9155141;PROPIEDAD, PLANTA Y EQUIPO
9155151;INTANGIBLES
9155161;ACTIVOS BIOLÓGICOS
9155211;PROPIEDADES DE INVERSIÓN
9155221;ACTIVOS POR DERECHO DE USO - ARRENDAMIENTO FINANCIERO
9155231;PROPIEDAD, PLANTA Y EQUIPO
9155241;INTANGIBLES
9155251;ACTIVOS BIOLÓGICOS
9156101;UTILES ESCRITORIO-ADMINISTRACION
9156102;FOTOCOPIAS Y ANILLADOS
9156103;UTILES COMPUTADORA
9156104;UTILES DE ASEO-LIMPIEZA
9156105;UTILES DE ALMACEN
9156106;COMBUSTIBLE DIESES CAMIONES
9156107;GASOLINA VEHÍCULOS
9156108;COMBUSTIBLE MONTACARGAS
9156109;COMPRA PALETAS
9157101;GASTOS DE INVESTIGACIÓN Y DESARROLLO
9159101;DONACIONES
9159102;GASTOS DESPACHO FERIA-ADUANA
9159103;UTILES DE ASEO-LIMPIEZA
9159104;UTILES DE ALMACEN
